0, 0, 0, 0
1, 4.73058e-05, 1.95947e-05, 2.62179e-09
2, 4.10872e-05, 4.10872e-05, 3.37632e-09
3, 2.5208e-05, 6.08576e-05, 4.33909e-09
4, 1.33897e-13, 7.45989e-05, 5.565e-09
5, -3.22969e-05, 7.79716e-05, 7.12266e-09
6, -6.7445e-05, 6.7445e-05, 9.09766e-09
7, -9.949e-05, 4.12101e-05, 1.15965e-08
8, -0.000121456, 4.36001e-13, 1.47515e-08
9, -0.000126428, -5.23682e-05, 1.87265e-08
10, -0.000108913, -0.000108913, 2.37239e-08
11, -6.62754e-05, -0.000160003, 2.99934e-08
12, -1.04749e-12, -0.000194531, 3.78422e-08
13, 8.35331e-05, -0.000201667, 4.76473e-08
14, 0.000173018, -0.000173018, 5.98701e-08
15, 0.000253141, -0.000104854, 7.50745e-08
16, 0.000306509, -2.20061e-12, 9.39476e-08
17, 0.000316454, 0.000131079, 1.17325e-07
18, 0.000270388, 0.000270388, 1.46219e-07
19, 0.000163194, 0.000393985, 1.81856e-07
20, 4.26375e-12, 0.000475097, 2.25717e-07
21, -0.000202346, 0.000488507, 2.79583e-07
22, -0.000415689, 0.000415689, 3.45594e-07
23, -0.000603229, 0.000249866, 4.26318e-07
24, -0.000724445, 7.80183e-12, 5.24821e-07
25, -0.000741848, -0.000307284, 6.44762e-07
26, -0.000628687, -0.000628687, 7.90494e-07
27, -0.000376351, -0.000908593, 9.67181e-07
28, -1.36537e-11, -0.00108671, 1.18094e-06
29, 0.000459059, -0.00110827, 1.43899e-06
30, 0.000935372, -0.000935372, 1.74984e-06
31, 0.0013463, -0.000557654, 2.12349e-06
32, 0.00160364, -2.30269e-11, 2.57166e-06
33, 0.00162876, 0.000674656, 3.10803e-06
34, 0.00136905, 0.00136905, 3.7486e-06
35, 0.00081287, 0.00196244, 4.51194e-06
36, 3.76067e-11, 0.002328, 5.4196e-06
37, -0.000975396, 0.00235481, 6.49654e-06
38, -0.00197124, 0.00197124, 7.77155e-06
39, -0.00281409, 0.00116563, 9.27778e-06
40, -0.00332465, 5.9674e-11, 1.10533e-05
41, -0.00334919, -0.00138728, 1.31416e-05
42, -0.00279218, -0.00279218, 1.55925e-05
43, -0.00164432, -0.00396974, 1.84627e-05
44, -9.22197e-11, -0.0046708, 2.18164e-05
45, 0.00194102, -0.00468605, 2.57266e-05
46, 0.00389073, -0.00389073, 3.02756e-05
47, 0.00550899, -0.0022819, 3.5556e-05
48, 0.00645539, -1.39041e-10, 4.1672e-05
49, 0.00644998, 0.00267167, 4.87401e-05
50, 0.0053334, 0.0053334, 5.68904e-05
51, 0.00311523, 0.00752084, 6.62677e-05
52, 2.04795e-10, 0.00877683, 7.70327e-05
53, -0.00361759, 0.00873363, 8.93633e-05
54, -0.0071922, 0.0071922, 0.000103456
55, -0.0101005, 0.00418378, 0.000119525
56, -0.0117392, 2.94988e-10, 0.000137808
