6.95335e-310, -1
1.39067e-309, -2

1.67576e-307, -1
8.48309e-308, -2

3.34456e-307, -1
-9.80275e-305, -2

5.01337e-307, -1
1.14892e-302, -2

6.68217e-307, -1
1.39138e-299, -2

8.35098e-307, -1
-1.59462e-297, -2

1.00198e-306, -1
-1.96812e-294, -2

1.16886e-306, -1
2.21259e-292, -2

1.16886e-306, -1
2.78385e-289, -2

1.16886e-306, -1
-3.06898e-287, -2

1.16886e-306, -1
-3.93754e-284, -2

1.16886e-306, -1
4.25533e-282, -2

1.16886e-306, -1
5.56917e-279, -2

1.16886e-306, -1
-5.89806e-277, -2

1.16886e-306, -1
-7.87668e-274, -2

1.16886e-306, -1
8.17182e-272, -2

1.16886e-306, -1
1.11399e-268, -2

1.16886e-306, -1
-1.13176e-266, -2

1.16886e-306, -1
-1.57546e-263, -2

1.16886e-306, -1
1.56678e-261, -2

1.16886e-306, -1
2.22803e-258, -2

1.16886e-306, -1
-2.16808e-256, -2

1.16886e-306, -1
-3.1508e-253, -2

1.16886e-306, -1
2.99878e-251, -2

1.16886e-306, -1
4.45562e-248, -2

1.16886e-306, -1
-4.14582e-246, -2

1.16886e-306, -1
-6.3006e-243, -2

1.16886e-306, -1
5.72879e-241, -2

1.16886e-306, -1
8.90928e-238, -2

1.16886e-306, -1
-7.91211e-236, -2

1.16886e-306, -1
-1.25977e-232, -2

1.16886e-306, -1
1.09217e-230, -2

1.16886e-306, -1
1.78125e-227, -2

1.16886e-306, -1
-1.50675e-225, -2

1.16886e-306, -1
-2.51853e-222, -2

1.16886e-306, -1
2.07749e-220, -2

1.16886e-306, -1
3.56086e-217, -2

1.16886e-306, -1
-2.86266e-215, -2

1.16886e-306, -1
-5.03444e-212, -2

1.16886e-306, -1
3.94201e-210, -2

1.16886e-306, -1
7.11761e-207, -2

1.16886e-306, -1
-5.42462e-205, -2

1.16886e-306, -1
-1.00625e-201, -2

1.16886e-306, -1
7.4595e-200, -2

1.16886e-306, -1
1.42253e-196, -2

1.16886e-306, -1
-1.02499e-194, -2

1.16886e-306, -1
-2.01097e-191, -2

1.16886e-306, -1
1.40729e-189, -2

1.16886e-306, -1
2.84275e-186, -2

1.16886e-306, -1
-1.93055e-184, -2

1.16886e-306, -1
-4.01844e-181, -2

1.16886e-306, -1
2.64599e-179, -2

1.16886e-306, -1
5.68021e-176, -2

1.16886e-306, -1
-3.62311e-174, -2

1.16886e-306, -1
-8.02894e-171, -2

1.16886e-306, -1
4.95604e-169, -2

1.16886e-306, -1
1.13485e-165, -2

1.16886e-306, -1
-6.77204e-164, -2

1.16886e-306, -1
-1.60401e-160, -2

1.16886e-306, -1
9.2428e-159, -2

1.16886e-306, -1
2.26707e-155, -2

1.16886e-306, -1
-1.25994e-153, -2

1.16886e-306, -1
-3.20411e-150, -2

1.16886e-306, -1
1.71523e-148, -2

1.16886e-306, -1
4.52833e-145, -2

1.16886e-306, -1
-2.33171e-143, -2

1.16886e-306, -1
-6.39966e-140, -2

1.16886e-306, -1
3.1649e-138, -2

1.16886e-306, -1
9.04404e-135, -2

1.16886e-306, -1
-4.28864e-133, -2

1.16886e-306, -1
-1.27807e-129, -2

1.16886e-306, -1
5.80088e-128, -2

1.16886e-306, -1
1.80608e-124, -2

1.16886e-306, -1
-7.8309e-123, -2

1.16886e-306, -1
-2.55214e-119, -2

1.16886e-306, -1
1.05485e-117, -2

1.16886e-306, -1
3.60629e-114, -2

1.16886e-306, -1
-1.41755e-112, -2

1.16886e-306, -1
-5.0957e-109, -2

1.16886e-306, -1
1.89998e-107, -2

1.16886e-306, -1
7.20005e-104, -2

1.16886e-306, -1
-2.53918e-102, -2

1.16886e-306, -1
-1.01731e-98, -2

1.16886e-306, -1
3.38242e-97, -2

1.16886e-306, -1
1.43734e-93, -2

1.16886e-306, -1
-4.48925e-92, -2

1.16886e-306, -1
-2.03074e-88, -2

1.16886e-306, -1
5.93365e-87, -2

1.16886e-306, -1
2.86903e-83, -2

1.16886e-306, -1
-7.8058e-82, -2

1.16886e-306, -1
-4.05326e-78, -2

1.16886e-306, -1
1.02128e-76, -2

1.16886e-306, -1
5.72613e-73, -2

1.16886e-306, -1
-1.32775e-71, -2

1.16886e-306, -1
-8.0892e-68, -2

1.16886e-306, -1
1.71329e-66, -2

1.16886e-306, -1
1.14271e-62, -2

1.16886e-306, -1
-2.191e-61, -2

1.16886e-306, -1
-1.6142e-57, -2

1.16886e-306, -1
2.77133e-56, -2

1.16886e-306, -1
2.28015e-52, -2

1.16886e-306, -1
-3.45769e-51, -2

1.16886e-306, -1
-3.22077e-47, -2

1.16886e-306, -1
4.23886e-46, -2

1.16886e-306, -1
4.54927e-42, -2

1.16886e-306, -1
-5.07634e-41, -2

1.16886e-306, -1
-6.42558e-37, -2

1.16886e-306, -1
5.88378e-36, -2

1.16886e-306, -1
9.0755e-32, -2

1.16886e-306, -1
-6.49408e-31, -2

1.16886e-306, -1
-1.28179e-26, -2

1.16886e-306, -1
6.60748e-26, -2

1.16886e-306, -1
1.8103e-21, -2

1.16886e-306, -1
-5.7106e-21, -2

1.16886e-306, -1
-2.55665e-16, -2

1.16886e-306, -1
2.95132e-16, -2

1.16886e-306, -1
3.6106e-11, -2

1.16886e-306, -1
3.05329e-11, -2

1.16886e-306, -1
-5.0989e-06, -2

-2.4467e-16, -1
-1.45097e-05, -2

1.51595e-10, -1
0.659419, -1.75178

0.818109, -0.575064
0.830665, 0.424857

-0.786384, 0.617738
-0.255678, -0.229818

0.977019, 0.213154
0.496337, -0.663741

-0.803005, 0.595973
-1.65047, 0.0651171

0.989475, 0.144704
0.656875, 1.08777

0.986798, -0.161954
0.917586, 0.835648

-0.114915, -0.993375
0.361391, -1.87266

0.411022, 0.911625
1.07988, 1.65502

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

nan, -nan
-nan, -nan

