0.261799    0
0.269653    0.218187
0.31232    0.641058
0.397063    1.03993
0.515686    1.29838
0.645817    1.23195
0.747174    0.729836
0.782257    -0.0563658
0.731858    -0.959812
0.588913    -1.89851
0.353705    -2.78403
0.0455468    -3.25707
-0.266927    -2.86013
-0.510841    -1.99349
-0.662897    -1.04741
-0.721265    -0.129652
-0.693546    0.648595
-0.603189    1.08218
-0.492909    1.05652
-0.401117    0.755988
-0.34501    0.359278
-0.329205    -0.0293167
-0.342499    -0.165136
-0.344296    0.215121
-0.286965    0.958508
-0.150277    1.76442
0.0616412    2.43762
0.323776    2.70851
0.581094    2.33987
0.779329    1.59771
0.898155    0.777457
0.934944    -0.0395689
0.890731    -0.841767
0.767837    -1.60472
0.57515    -2.20178
0.342387    -2.36079
0.120418    -2.01624
-0.0515075    -1.39957
-0.156861    -0.711353
-0.199624    -0.198453
-0.212602    -0.147698
-0.242919    -0.495202
-0.314816    -0.937387
-0.427732    -1.29916
-0.567457    -1.44429
-0.703165    -1.19518
-0.79371    -0.568699
-0.810318    0.254656
-0.739938    1.15865
-0.577634    2.08572
-0.325632    2.91932
-0.0117929    3.21255
0.28734    2.6682
0.510332    1.77595
0.640652    0.831142
0.678292    -0.0625056
0.635275    -0.74453
0.544344    -0.989049
0.45181    -0.814338
0.387357    -0.462829
0.360909    -0.0652157
0.371887    0.253032
0.398784    0.195608
0.393154    -0.375998
0.314882    -1.2006
0.152817    -2.02467
-0.0839754    -2.66198
-0.361896    -2.77788
-0.616968    -2.2436
-0.801805    -1.43919
-0.903805    -0.602703
-0.922963    0.215798
-0.861659    1.00391
-0.724755    1.71235
-0.527568    2.16695
-0.307662    2.1483
-0.111731    1.7273
0.0312545    1.11839
0.111874    0.513134
0.143746    0.197819
0.168173    0.361814
0.225431    0.798185
0.327927    1.23743
0.468153    1.53312
0.624213    1.52141
0.758314    1.0963
0.833885    0.384467
0.83083    -0.457303
0.740364    -1.35626
0.55908    -2.26497
0.292304    -3.01522
-0.0213285    -3.10348
-0.302485    -2.44754
-0.502541    -1.54289
-0.609893    -0.606877
-0.627003    0.237901
-0.572796    0.77237
-0.489497    0.815074
-0.420709    0.533672
-0.385942    0.157017
-0.389475    -0.220032
-0.424202    -0.41946
-0.456965    -0.142544
-0.437372    0.579791
-0.335687    1.4545
-0.147775    2.28345
0.11261    2.85557
0.401114    2.78294
0.648625    2.1105
0.817649    1.26491
0.901587    0.417777
0.90226    -0.398529
0.823672    -1.16107
0.67466    -1.78235
0.478782    -2.05978
0.27824    -1.88681
0.11151    -1.41947
-0.00165358    -0.84015
-0.0598578    -0.364046
-0.0881544    -0.284131
-0.131466    -0.628785
-0.218772    -1.11567
-0.352151    -1.52831
-0.51696    -1.71706
-0.682377    -1.51862
-0.808155    -0.9502
-0.865967    -0.187252
-0.842709    0.66036
-0.732368    1.54951
-0.533    2.4275
-0.254936    3.05243
0.0515288    2.93295
0.310757    2.20322
0.486169    1.29712
0.569851    0.383953
0.568281    -0.371319
0.509895    -0.707681
0.443053    -0.570878
0.402606    -0.226386
0.399019    0.153892
0.431662    0.477082
0.484462    0.501011
0.514048    0.0102993
0.475084    -0.81526
0.348214    -1.7166
0.134297    -2.53582
-0.147274    -3.00005
-0.439703    -2.72054
-0.674715    -1.94498
-0.825634    -1.0736
-0.890062    -0.220431
-0.871297    0.586632
-0.775794    1.30149
-0.618509    1.78961
-0.431716    1.87283
-0.256731    1.58309
-0.121893    1.09677
-0.0386091    0.58038
0.00187683    0.292536
0.0357657    0.459442
0.104497    0.936735
0.22412    1.4417
0.387829    1.79597
0.572432    1.82774
0.739009    1.43941
0.850933    0.769786
0.888984    -0.019921
0.845014    -0.865073
0.714911    -1.73815
0.498795    -2.56248
0.214665    -3.01288
-0.0771395    -2.70552
-0.31073    -1.93419
-0.459636    -1.03856
-0.519464    -0.175133
-0.503373    0.430471
-0.450568    0.538414
-0.408528    0.26902
-0.400143    -0.103246
-0.428845    -0.462892
-0.488101    -0.678651
-0.550395    -0.478304
-0.567663    0.190166
-0.504873    1.07731
-0.351143    1.9884
-0.111099    2.77601
0.187742    3.07459
0.476339    2.59118
0.694079    1.74592
0.824177    0.859083
0.867032    0.00543609
0.827667    -0.777521
0.716725    -1.40376
0.557856    -1.70536
0.389449    -1.60507
0.245909    -1.23906
0.145545    -0.762918
0.090913    -0.363742
0.0603735    -0.325787
0.0107391    -0.718131
-0.0891113    -1.27978
-0.242973    -1.772
-0.435313    -2.01917
-0.632481    -1.84714
-0.791822    -1.29396
-0.885359    -0.560896
-0.901735    0.239805
-0.836137    1.07585
-0.686133    1.92119
-0.455494    2.65085
-0.172854    2.87994
0.0964826    2.42239
0.300452    1.63518
0.420682    0.769015
0.457668    0.00547609
0.434795    -0.377082
0.39938    -0.26535
0.389615    0.0825795
0.416656    0.453329
0.478004    0.752239
0.558273    0.78497
0.618732    0.345115
0.615301    -0.447578
0.524844    -1.36492
0.342436    -2.27159
0.0765964    -2.98836
-0.233051    -3.05578
-0.509291    -2.39607
-0.704846    -1.50817
-0.81068    -0.613268
-0.829252    0.230633
-0.768493    0.957477
-0.646327    1.4281
-0.496317    1.50555
-0.356187    1.26098
-0.249622    0.856644
-0.185719    0.433063
-0.155557    0.232195
-0.123599    0.481415
-0.048224    1.04924
0.0875976    1.65283
0.27694    2.09302
0.493719    2.16441
0.693775    1.76865
0.83818    1.09399
0.909509    0.325452
0.902141    -0.476114
0.813635    -1.29505
0.643839    -2.08858
0.403115    -2.6591
0.132264    -2.64362
-0.10684    -2.08424
-0.277006    -1.30469
-0.366949    -0.504985
-0.385382    0.0760778
-0.368226    0.181127
-0.362303    -0.0975926
-0.390991    -0.474822
-0.455886    -0.809334
-0.547372    -0.976022
-0.637939    -0.755888
-0.684156    -0.114496
-0.653326    0.748191
-0.532181    1.67394
-0.319705    2.55825
-0.0304534    3.13583
0.279919    2.92648
0.535253    2.13929
0.703701    1.22833
0.78145    0.333615
