0.628319    2.09311
0.803011    1.35766
0.895013    0.474109
0.897419    -0.422178
0.813222    -1.23611
0.659044    -1.78673
0.468295    -1.973
0.274384    -1.86441
0.105159    -1.47426
-0.0106485    -0.804305
-0.0577681    -0.221323
-0.0855891    -0.479988
-0.164939    -1.0841
-0.294507    -1.45712
-0.44711    -1.55664
-0.598568    -1.44164
-0.728532    -1.12043
-0.814661    -0.563042
-0.834877    0.179132
-0.776504    0.988998
-0.63863    1.748
-0.434419    2.28021
-0.196982    2.39295
0.0297467    2.088
0.211608    1.52542
0.334279    0.951318
0.411856    0.660161
0.475197    0.624428
0.536225    0.579111
0.586951    0.415918
0.616231    0.159411
0.617884    -0.12501
0.592604    -0.369098
0.547004    -0.528182
0.48891    -0.634826
0.416184    -0.856542
0.30875    -1.32593
0.147503    -1.88872
-0.0637726    -2.29274
-0.299172    -2.34763
-0.518915    -1.98469
-0.686269    -1.33248
-0.781968    -0.576931
-0.802695    0.148275
-0.756896    0.73757
-0.66162    1.13588
-0.535588    1.3581
-0.395884    1.40566
-0.262324    1.22378
-0.160632    0.767877
-0.11108    0.266227
-0.0819405    0.479191
0.00270356    1.21366
0.155266    1.78711
0.35019    2.06612
0.558323    2.04428
0.746033    1.63918
0.874256    0.885226
0.918569    -0.00665064
0.872368    -0.914141
0.738034    -1.74779
0.532593    -2.28773
0.297005    -2.34816
0.0764317    -2.01424
-0.0956309    -1.38937
-0.197593    -0.664426
-0.24427    -0.394719
-0.296075    -0.677333
-0.378519    -0.936925
-0.475978    -0.976755
-0.567684    -0.834073
-0.639048    -0.5805
-0.681782    -0.266538
-0.690715    0.0979482
-0.659539    0.541523
-0.579129    1.07886
-0.442543    1.64672
-0.253205    2.1085
-0.0297912    2.30578
0.195991    2.15541
0.39175    1.72775
0.537478    1.18069
0.628819    0.65881
0.672482    0.230472
0.677392    -0.123609
0.648951    -0.440054
0.590746    -0.714453
0.509036    -0.900281
0.416084    -0.927601
0.3308    -0.743686
0.271241    -0.458451
0.225324    -0.576042
0.136443    -1.23998
-0.02286    -1.90942
-0.236627    -2.31593
-0.473376    -2.34798
-0.689734    -1.90042
-0.84189    -1.11063
-0.908469    -0.216277
-0.88525    0.674367
-0.77717    1.45411
-0.604835    1.92647
-0.404589    2.02499
-0.209931    1.82601
-0.0495183    1.336
0.0492049    0.620669
0.0853119    0.238184
0.126391    0.666379
0.221128    1.18914
0.355275    1.44753
0.502192    1.45693
0.640104    1.27222
0.750151    0.893874
0.811791    0.306209
0.806343    -0.430236
0.724318    -1.20646
0.567822    -1.89554
0.3543    -2.31362
0.119498    -2.31343
-0.0956249    -1.94443
