0,0
0.39,0
0.72,0
1,0
1.52,0
5.2,0
9.54,0
19.19,0
30.07,0

2.39784e-07,0
0.357127,0.160924
0.710355,0.117726
0.995,0.0989678
1.51784,0.0811173
5.19982,0.0439371
9.53994,0.0325074
19.19,0.0229939
30.07,0.018422

9.57288e-07,1.83181e-08
0.264835,0.295072
0.681683,0.232298
0.980048,0.196946
1.51135,0.162004
5.19926,0.0878712
9.53978,0.0650145
19.1899,0.0459877
30.07,0.036844

2.14733e-06,7.20017e-08
0.130055,0.381881
0.634762,0.340652
0.955285,0.292952
1.50056,0.242429
5.19834,0.131799
9.5395,0.0975208
19.1899,0.0689815
30.07,0.055266

3.80226e-06,1.76008e-07
-0.0245329,0.410524
0.570863,0.439893
0.920946,0.386022
1.4855,0.322163
5.19704,0.175717
9.53912,0.130026
19.1898,0.0919752
30.0699,0.0736879

5.9129e-06,3.42947e-07
-0.175593,0.380148
0.491714,0.527382
0.877359,0.475215
1.46621,0.400981
5.19538,0.219623
9.53862,0.16253
19.1897,0.114969
30.0699,0.0921099

8.46925e-06,5.83192e-07
-0.302737,0.297998
0.399449,0.600804
0.82494,0.559624
1.44275,0.478656
5.19335,0.263513
9.53801,0.195032
19.1895,0.137962
30.0698,0.110532

1.1461e-05,9.05108e-07
-0.390389,0.176975
0.296548,0.658226
0.764194,0.638383
1.41518,0.554969
5.19095,0.307385
9.5373,0.227531
19.1893,0.160955
30.0697,0.128954

1.48778e-05,1.31527e-06
-0.428468,0.0334812
0.185766,0.698155
0.695707,0.710676
1.38358,0.629702
5.18818,0.351235
9.53647,0.260028
19.1891,0.183948
30.0696,0.147375

1.87094e-05,1.8186e-06
-0.412576,-0.11423
0.0700593,0.719569
0.620149,0.775745
1.34804,0.702642
5.18504,0.395059
9.53553,0.292522
19.1889,0.206941
30.0696,0.165797

2.29461e-05,2.41855e-06
-0.344101,-0.247383
-0.0475008,0.72194
0.53826,0.832894
1.30867,0.773582
5.18153,0.438856
